ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
7256	448	6	9	9	9	6	9	CC41/44
7257	449	5	18	8	78	24	21	CC22
7258	7	5	1	13	36	244	15	CC213
7259	8	16	12	17	8	39	7	unassigned CC for 7259
7260	450	10	2	5	38	11	1	unassigned CC for 7260
7261	451	5	12	35	192	22	17	CC461
7262	3	6	9	456	9	6	9	CC41/44
7263	6	5	173	13	493	24	17	CC174
7264	4	10	4	5	6	10	95	CC35
7265	25	10	18	21	8	13	2	CC376
7266	9	6	9	9	9	97	9	CC41/44
7267	57	245	2	35	6	171	16	unassigned CC for 7267
7268	2	16	34	17	3	18	5	unassigned CC for 7268
7269	4	10	2	9	8	124	258	CC269
7270	3	6	9	5	3	6	70	CC41/44
7271	4	10	11	9	6	10	7	CC35
7272	2	5	2	85	26	27	53	unassigned CC for 7272
7273	10	5	507	9	11	9	17	CC23
7274	46	3	13	24	6	41	77	unassigned CC for 7274
7275	6	7	4	458	26	18	8	CC175
7276	222	2	12	56	3	18	118	unassigned CC for 7276
7277	222	301	58	275	30	5	255	CC4821
7278	222	3	58	55	30	5	255	CC4821
7279	222	3	58	275	6	5	255	CC4821
7280	222	3	58	275	14	5	255	CC4821
7281	9	10	508	457	3	471	470	unassigned CC for 7281
7282	311	2	53	259	259	6	255	unassigned CC for 7282
7283	54	3	58	261	263	415	427	unassigned CC for 7283
7284	43	2	9	8	215	6	16	unassigned CC for 7284
7285	3	6	19	244	3	6	17	unassigned CC for 7285
7286	1	6	9	423	9	6	9	CC41/44
7287	4	10	2	9	494	11	15	CC269
7288	9	20	2	9	9	6	2	CC41/44
7289	11	5	18	17	11	38	21	CC22
7290	8	6	5	4	13	6	9	unassigned CC for 7290
7291	7	5	9	5	36	53	15	CC213
7292	3	6	9	5	9	6	20	CC41/44
7293	4	7	9	3	9	20	9	unassigned CC for 7293
7294	20	5	63	9	9	11	443	unassigned CC for 7294
7295	7	8	10	241	10	1	9	CC18
7296	4	6	9	5	9	22	9	CC41/44
7297	7	5	4	13	13	53	15	CC213
7298	2	5	1	13	36	26	15	CC213
7299	7	2	6	13	82	53	15	CC213
7300	3	6	9	5	9	11	2	CC41/44
7301	8	10	5	4	15	3	8	CC32
7302	27	6	9	3	9	38	16	unassigned CC for 7302
7303	8	105	52	4	9	11	7	CC1572
7304	3	6	9	263	9	6	471	CC41/44
7305	4	10	509	5	3	11	9	CC269
7306	6	5	105	4	11	13	17	unassigned CC for 7306
7307	7	5	1	53	36	53	15	CC213
7308	1	5	13	53	26	41	11	CC162
7309	7	5	1	15	36	53	15	CC213
7310	3	246	9	5	9	7	9	CC41/44
7311	3	6	9	5	9	22	46	CC41/44
7312	8	10	5	4	6	3	160	CC32
7313	3	27	9	5	9	6	9	CC41/44
7314	8	3	154	17	208	21	2	CC865
7315	4	10	5	4	6	3	63	CC32
7316	12	20	2	72	3	13	16	unassigned CC for 7316
7317	8	13	15	17	17	18	74	unassigned CC for 7317
7318	42	26	46	24	2	20	9	CC282
7319	1	3	166	5	58	24	12	unassigned CC for 7319
7320	8	10	5	4	6	8	8	CC32
7321	8	10	5	3	6	8	8	CC32
7322	2	10	6	17	9	18	8	CC167
7323	2	16	12	13	3	60	7	CC254
7324	8	10	5	9	6	8	8	CC32
7325	2	16	12	18	3	60	7	CC254
7326	4	10	5	4	8	8	8	CC32
7327	3	4	19	17	6	26	2	CC60
7328	3	6	9	9	9	6	1	CC41/44
7329	3	6	9	17	3	6	16	CC41/44
7330	3	6	9	17	9	6	16	CC41/44
7331	3	6	9	17	11	6	473	CC41/44
7332	3	6	9	270	9	6	9	CC41/44
7333	3	6	18	9	9	9	17	CC23
7334	46	7	4	242	22	18	6	unassigned CC for 7334
7335	4	3	5	4	6	3	32	CC32
7336	3	6	92	5	9	6	9	CC41/44
7337	3	132	9	4	11	6	473	unassigned CC for 7337
7338	8	10	5	4	5	3	46	CC32
7339	9	10	5	4	5	3	8	CC32
7340	8	6	9	5	9	6	8	CC41/44
7341	8	10	5	9	6	3	152	CC32
7342	2	10	5	9	6	3	8	CC32
7343	4	10	5	17	6	2	8	CC32
7344	4	3	11	16	6	10	12	CC35
7345	4	4	19	5	3	26	2	CC60
7346	3	6	9	9	9	3	8	CC41/44
7347	2	16	12	17	3	6	7	CC254
7348	3	6	510	9	9	6	8	CC41/44
7349	3	10	5	9	58	3	9	unassigned CC for 7349
7350	298	6	9	9	9	6	9	CC41/44
7351	4	4	19	9	9	26	2	unassigned CC for 7351
7352	8	10	76	17	314	65	8	unassigned CC for 7352
7353	2	7	4	242	26	18	12	CC175
7354	8	10	5	9	22	3	8	CC32
7355	6	5	15	9	221	34	13	unassigned CC for 7355
7356	109	39	67	78	148	153	65	unassigned CC for 7356
7357	109	39	67	78	148	154	65	unassigned CC for 7357
7358	109	39	67	78	149	153	133	unassigned CC for 7358
7359	109	39	170	156	188	71	65	unassigned CC for 7359
7360	109	39	170	78	148	153	65	unassigned CC for 7360
7361	109	39	170	156	188	71	133	unassigned CC for 7361
7362	126	113	67	78	149	153	65	unassigned CC for 7362
7363	59	39	67	78	148	153	65	unassigned CC for 7363
7364	109	299	67	156	152	71	65	unassigned CC for 7364
7365	126	39	67	111	148	153	65	unassigned CC for 7365
7366	126	39	67	78	149	153	467	unassigned CC for 7366
7367	109	39	67	111	148	153	133	unassigned CC for 7367
7368	109	39	67	156	147	71	65	unassigned CC for 7368
7369	59	39	67	190	148	153	133	unassigned CC for 7369
7370	126	39	67	156	148	153	65	unassigned CC for 7370
7371	59	39	170	111	148	153	65	unassigned CC for 7371
7372	126	39	67	78	147	153	133	unassigned CC for 7372
7373	452	7	6	9	16	9	8	CC167
7374	2	302	12	11	3	60	7	CC254
7375	10	7	6	9	16	9	8	CC167
7376	12	6	9	1	9	6	9	CC41/44
7377	8	10	5	4	6	3	472	CC32
7378	4	4	19	17	6	26	2	CC60
7379	4	10	2	13	38	11	9	CC269
7380	12	5	12	35	60	472	17	CC461
7381	8	10	4	4	6	24	472	unassigned CC for 7381
7382	11	5	18	8	11	4	15	CC22
7383	4	10	9	40	8	15	13	unassigned CC for 7383
7384	7	5	1	21	36	53	15	CC213
7385	3	6	9	5	111	6	9	CC41/44
7386	12	5	12	35	60	22	241	CC461
7387	2	304	4	3	8	4	6	CC11
7388	9	6	9	14	9	6	9	CC41/44
7389	16	7	6	25	17	25	22	CC53
7390	4	305	11	18	6	10	12	CC35
7391	6	5	9	366	5	112	17	CC174
7392	47	3	512	31	8	87	13	unassigned CC for 7392
7393	453	4	17	15	30	7	12	CC198
7394	3	6	9	5	11	26	9	CC41/44
7395	43	5	9	60	3	19	21	unassigned CC for 7395
7396	28	6	9	9	71	6	9	CC41/44
7397	1	248	13	53	26	41	3	CC162
7398	10	6	19	5	3	475	9	unassigned CC for 7398
7399	454	6	46	24	6	20	18	unassigned CC for 7399
7400	3	6	9	461	9	22	9	CC41/44
7401	12	7	243	3	9	38	8	unassigned CC for 7401
7402	12	2	19	17	3	476	28	unassigned CC for 7402
7403	4	10	2	242	8	11	10	CC269
7404	9	16	11	11	3	10	12	unassigned CC for 7404
7405	25	307	18	21	8	13	9	CC376
7406	10	5	18	9	496	9	17	CC23
7407	4	5	9	21	21	11	15	unassigned CC for 7407
7408	4	10	206	17	6	10	12	CC35
7409	11	5	18	8	3	24	21	CC22
7410	10	10	18	9	6	10	12	CC35
7411	4	10	2	17	13	11	20	unassigned CC for 7411
7412	46	11	198	205	5	6	12	unassigned CC for 7412
7413	1	1	94	37	15	63	17	unassigned CC for 7413
7414	16	2	6	8	17	25	22	CC53
7415	27	6	9	5	36	6	9	CC41/44
7416	4	5	47	17	9	2	12	unassigned CC for 7416
7417	329	5	15	13	36	53	15	CC213
7418	5	4	38	15	9	40	13	CC1136
7419	3	6	122	5	9	6	70	CC41/44
7420	7	5	1	13	36	53	46	CC213
7421	8	26	9	24	26	20	13	CC212
7422	4	10	5	4	21	325	8	CC32
7423	4	141	63	4	6	3	8	CC32
7424	8	6	9	13	9	6	9	CC41/44
7425	12	5	45	35	192	22	17	CC461
7426	8	6	219	9	9	6	9	CC41/44
7427	4	10	16	17	8	11	20	CC269
7428	8	6	9	35	9	6	17	CC41/44
7429	7	5	1	13	26	53	3	CC213
7430	17	5	19	17	3	26	319	CC60
7431	4	10	47	17	6	2	22	unassigned CC for 7431
7432	7	5	1	13	36	244	20	CC213
7433	12	5	12	35	192	22	32	CC461
7434	1	6	50	9	35	6	22	unassigned CC for 7434
7435	3	308	9	5	9	6	70	CC41/44
7436	4	10	2	10	8	11	20	CC269
7437	17	5	19	17	3	26	7	CC60
7438	2	5	18	35	3	18	7	unassigned CC for 7438
7439	329	5	15	17	36	53	15	CC213
7440	6	3	4	9	8	13	2	unassigned CC for 7440
7441	8	26	9	24	26	20	22	CC212
7442	3	6	18	5	9	6	70	CC41/44
7443	8	10	5	4	6	3	12	CC32
7444	2	309	219	8	3	18	7	unassigned CC for 7444
7445	46	5	122	40	21	63	10	unassigned CC for 7445
7446	5	4	17	15	15	15	15	CC198
7447	9	6	9	76	76	76	76	unassigned CC for 7447
7448	5	310	38	15	22	40	13	CC1136
7449	8	3	4	9	8	13	169	unassigned CC for 7449
7450	5	4	4	15	22	40	13	CC1136
7451	455	10	5	4	6	3	8	CC32
7452	17	5	6	9	3	26	2	CC60
7453	9	6	9	76	9	6	9	CC41/44
7454	5	310	38	15	248	40	13	CC1136
7455	2	17	515	112	9	22	475	unassigned CC for 7455
7456	8	5	6	463	3	26	2	CC60
7457	9	6	9	212	9	6	8	CC41/44
7458	456	10	2	5	38	11	9	unassigned CC for 7458
7459	9	6	9	9	497	6	16	CC41/44
7460	4	10	48	4	6	3	8	CC32
7461	2	7	6	17	1	18	13	CC167
7462	8	3	154	464	26	21	2	unassigned CC for 7462
7463	458	311	19	17	106	21	2	unassigned CC for 7463
7464	6	3	4	3	8	4	6	CC11
7465	109	39	67	3	147	71	65	unassigned CC for 7465
7466	8	10	5	4	6	11	8	CC32
7467	3	6	9	5	9	6	151	CC41/44
7468	3	5	9	5	79	6	70	CC41/44
7469	111	4	6	17	5	18	2	CC103
7470	9	4	9	17	5	64	2	CC103
7471	459	10	5	4	6	3	8	CC32
7472	12	5	9	9	41	15	9	CC292
7473	2	3	518	425	9	13	8	unassigned CC for 7473
7474	11	5	18	154	11	24	15	CC22
7475	4	10	11	18	6	3	576	CC35
7476	4	10	5	4	9	3	12	CC32
7477	4	10	5	9	6	9	17	CC32
7478	4	10	5	17	6	3	12	CC32
7479	4	10	11	3	6	10	12	CC35
7480	4	10	11	9	9	10	12	CC35
7481	4	10	11	60	6	10	12	CC35
7482	4	10	15	4	8	11	20	CC269
7483	4	10	15	9	1	11	9	CC269
7484	4	10	15	9	8	21	8	CC269
7485	4	10	15	17	8	11	13	CC269
7486	4	10	15	17	3	6	20	unassigned CC for 7486
7487	4	303	11	18	5	10	12	CC35
7488	5	4	17	15	3	7	12	CC198
7489	5	4	17	18	14	7	12	CC198
7490	5	4	17	462	14	7	12	CC198
7491	5	6	9	5	111	474	12	unassigned CC for 7491
7492	5	6	19	17	111	474	12	unassigned CC for 7492
7493	6	5	6	40	5	21	17	CC174
7494	6	5	6	10	9	11	9	unassigned CC for 7494
7495	6	6	50	9	35	6	9	CC41/44
7496	7	5	6	17	3	53	15	CC213
7497	7	16	52	10	477	56	18	CC178
7498	7	16	18	17	3	56	18	CC178
7499	7	292	19	17	9	26	2	CC60
7500	8	4	6	9	26	6	9	unassigned CC for 7500
7501	8	5	2	13	11	5	21	unassigned CC for 7501
7502	8	5	2	17	11	10	21	unassigned CC for 7502
7503	8	5	2	18	11	5	21	unassigned CC for 7503
7504	8	5	6	15	6	21	8	unassigned CC for 7504
7505	8	5	6	17	9	21	8	CC865
7506	8	5	18	161	26	21	12	unassigned CC for 7506
7507	8	6	6	9	26	21	8	CC549
7508	8	6	9	18	9	21	32	unassigned CC for 7508
7509	8	6	12	3	157	64	62	unassigned CC for 7509
7510	8	10	18	9	6	9	17	CC23
7511	8	105	52	7	9	11	7	CC1572
7512	9	5	9	9	9	11	44	CC41/44
7513	9	6	9	17	6	6	9	CC41/44
7514	9	6	9	9	3	6	2	CC41/44
7515	9	6	9	9	8	6	6	CC41/44
7516	9	6	9	1	8	6	6	CC41/44
7517	10	5	18	17	3	9	17	CC23
7518	10	5	18	18	6	9	17	CC23
7519	10	6	50	9	35	6	9	CC41/44
7520	11	5	18	9	111	24	21	CC22
7521	12	5	12	9	192	22	17	CC461
7522	12	6	9	3	9	6	9	CC41/44
7523	13	4	52	17	3	11	9	CC364
7524	13	5	6	17	3	10	15	unassigned CC for 7524
7525	13	5	6	9	3	10	15	CC334
7526	13	5	6	38	3	10	15	unassigned CC for 7526
7527	13	5	6	38	3	13	15	unassigned CC for 7527
7528	13	5	6	40	8	13	15	unassigned CC for 7528
7529	13	5	6	18	26	10	15	unassigned CC for 7529
7530	13	5	9	40	6	13	15	unassigned CC for 7530
7531	13	5	9	459	6	13	15	unassigned CC for 7531
7532	13	5	9	17	6	13	15	unassigned CC for 7532
7533	13	5	52	40	3	13	15	unassigned CC for 7533
7534	13	6	6	5	3	13	15	unassigned CC for 7534
7535	17	4	9	5	3	26	2	CC60
7536	17	4	12	17	3	26	2	CC60
7537	17	4	19	1	3	26	2	CC60
7538	17	4	19	9	3	26	2	CC60
7539	17	4	19	9	479	26	2	CC60
7540	17	4	19	15	11	26	2	CC60
7541	17	4	19	15	3	26	2	CC60
7542	17	4	19	17	36	26	2	CC60
7543	17	4	19	18	11	26	2	CC60
7544	17	5	19	3	11	4	2	CC60
7545	17	5	19	3	11	26	2	CC60
7546	17	6	9	1	3	473	9	unassigned CC for 7546
7547	17	6	9	3	9	6	9	CC41/44
7548	17	6	9	9	11	6	16	CC41/44
7549	17	6	9	15	9	6	9	CC41/44
7550	17	6	9	17	3	6	9	CC41/44
7551	17	10	11	5	3	10	12	CC35
7552	17	10	11	18	8	10	12	CC35
7553	17	10	19	17	3	3	8	CC60
7554	20	5	92	9	9	21	9	unassigned CC for 7554
7555	20	6	4	9	9	11	9	CC41/44
7556	27	4	19	17	9	26	2	CC60
7557	27	5	18	17	11	9	17	CC23
7558	27	6	9	17	3	6	16	unassigned CC for 7558
7559	27	6	9	15	3	6	12	unassigned CC for 7559
7560	178	4	18	17	11	26	2	unassigned CC for 7560
7561	178	4	19	5	9	26	2	unassigned CC for 7561
7562	178	5	5	5	11	3	8	unassigned CC for 7562
7563	178	5	9	5	11	6	9	CC41/44
7564	178	5	18	17	11	9	17	CC23
7565	178	5	18	9	11	25	17	CC23
7566	178	5	18	35	11	9	17	CC23
7567	178	5	18	17	3	9	17	CC23
7568	178	5	18	10	11	9	17	CC23
7569	178	6	9	5	3	6	9	CC41/44
7570	17	5	18	9	11	9	17	CC23
7571	11	25	18	8	11	24	21	CC22
7572	9	6	9	129	9	6	9	CC41/44
7573	2	7	338	9	16	9	8	CC167
7574	28	6	9	8	9	6	9	CC41/44
7575	27	7	9	3	9	6	17	unassigned CC for 7575
7576	11	312	18	8	11	24	21	CC22
7577	10	5	319	465	11	9	63	CC23
7578	8	4	6	466	5	18	53	CC103
7579	460	3	4	3	8	4	6	CC11
7580	12	5	12	467	60	22	17	CC461
7581	461	10	5	4	6	3	8	CC32
7582	8	5	6	463	3	6	2	unassigned CC for 7582
7583	8	10	5	4	6	24	472	CC32
7584	8	10	5	15	6	3	13	CC32
7585	8	10	5	4	6	347	8	CC32
7586	8	6	9	110	9	6	9	CC41/44
7587	8	10	5	9	6	3	2	CC32
7588	2	16	12	9	106	6	472	unassigned CC for 7588
7589	8	10	5	9	6	18	8	CC32
7590	3	6	5	9	6	3	8	CC32
7591	9	6	9	25	9	21	30	CC41/44
7592	6	7	4	5	26	18	8	CC175
7593	8	3	4	3	8	4	12	CC11
7594	8	10	5	162	6	3	32	CC32
7595	3	1	9	9	9	6	9	CC41/44
7596	4	10	47	17	26	2	8	unassigned CC for 7596
7597	8	10	5	9	6	6	8	CC32
7598	8	10	5	4	5	3	9	CC32
7599	8	10	5	4	22	3	8	CC32
7600	8	10	5	9	6	21	13	unassigned CC for 7600
7601	8	10	4	4	6	3	2	CC32
7602	3	6	105	26	9	6	9	CC41/44
7603	9	6	9	25	28	21	30	unassigned CC for 7603
7604	9	6	9	37	9	3	9	CC41/44
7605	8	10	5	4	6	3	16	CC32
7606	25	6	9	9	9	6	17	CC41/44
7607	25	6	9	9	446	6	9	CC41/44
7608	25	5	9	9	9	24	9	CC41/44
7609	9	6	9	25	9	3	30	CC41/44
7610	4	10	2	5	36	11	9	CC269
7611	8	5	13	5	8	21	2	CC865
7612	3	228	9	5	9	6	70	CC41/44
7613	7	5	1	48	36	53	15	CC213
7614	4	141	18	4	6	3	8	CC32
7615	1	5	63	53	26	41	3	CC162
7616	3	6	9	5	9	22	112	CC41/44
7617	2	2	34	8	365	68	8	unassigned CC for 7617
7618	8	26	46	24	26	20	18	CC212
7619	8	25	7	17	21	8	415	CC1157
7620	14	6	519	468	3	9	18	unassigned CC for 7620
7621	9	6	25	8	498	6	9	CC41/44
7622	2	29	514	459	26	481	53	unassigned CC for 7622
7623	8	3	58	275	30	63	255	CC4821
7624	462	6	15	9	9	6	9	CC41/44
7625	3	6	9	9	9	6	8	CC41/44
7626	3	6	9	9	5	6	9	CC41/44
7627	2	6	2	9	8	21	13	unassigned CC for 7627
7628	4	10	15	9	8	21	13	CC269
7629	4	10	5	4	8	21	13	CC32
7630	8	25	7	17	8	21	13	CC1157
7631	32	3	19	17	8	21	13	unassigned CC for 7631
7632	4	10	11	18	8	21	13	CC35
7633	12	271	58	469	6	34	13	unassigned CC for 7633
7634	1	3	520	1	1	2	476	CC1
7635	4	10	18	2	392	483	74	unassigned CC for 7635
7636	9	6	45	470	8	484	9	unassigned CC for 7636
7637	4	10	521	4	6	3	8	CC32
7638	2	6	9	5	9	6	2	CC41/44
7639	4	8	15	5	76	63	12	unassigned CC for 7639
7640	9	16	9	9	9	13	44	CC41/44
7641	4	8	523	26	10	1	16	unassigned CC for 7641
7642	12	17	6	35	9	22	8	unassigned CC for 7642
7643	3	6	9	9	9	68	9	CC41/44
7644	12	2	9	17	194	54	10	unassigned CC for 7644
7645	4	10	405	4	6	3	8	CC32
7646	7	5	9	13	36	26	15	CC213
7647	25	29	10	19	10	1	20	CC18
7648	4	10	11	18	21	74	20	CC35
7649	8	6	9	5	11	6	9	CC41/44
7650	46	6	9	5	11	6	9	CC41/44
7651	8	10	15	4	6	3	2	CC32
7652	8	6	351	4	9	6	311	unassigned CC for 7652
7653	11	5	18	8	11	4	112	CC22
7654	8	4	6	92	5	18	2	CC103
7655	4	5	2	11	21	11	20	unassigned CC for 7655
7656	28	6	9	471	9	6	9	CC41/44
7657	13	5	9	40	9	13	15	unassigned CC for 7657
7658	2	16	12	17	3	60	12	CC254
7659	20	5	477	35	6	208	17	unassigned CC for 7659
7660	27	6	9	3	9	487	16	unassigned CC for 7660
7661	465	2	9	76	9	19	15	unassigned CC for 7661
7662	20	5	6	472	11	11	9	unassigned CC for 7662
7663	466	10	15	7	8	11	9	CC269
7664	3	3	153	3	9	4	6	CC11
7665	1	5	34	53	26	41	3	CC162
7666	2	3	4	5	8	9	6	CC11
7667	4	35	34	3	38	11	9	unassigned CC for 7667
7668	3	6	9	5	8	486	9	CC41/44
7669	4	10	19	5	38	11	54	unassigned CC for 7669
7670	3	6	19	5	83	6	9	CC41/44
7671	8	3	524	4	1	3	8	unassigned CC for 7671
7672	4	10	2	5	3	11	21	unassigned CC for 7672
7673	4	6	9	5	11	6	9	CC41/44
7674	9	6	351	9	9	6	21	CC41/44
7675	4	10	522	9	8	11	9	CC269
7676	7	5	1	13	36	489	15	CC213
7677	3	6	9	9	11	11	9	CC41/44
7678	3	26	46	5	2	6	9	CC41/44
7679	27	6	9	5	8	6	9	CC41/44
7680	4	5	105	5	38	11	9	unassigned CC for 7680
7681	4	10	47	5	6	2	9	unassigned CC for 7681
7682	9	6	9	17	9	9	9	CC41/44
7683	20	6	63	9	5	11	21	unassigned CC for 7683
7684	12	6	18	9	9	6	9	CC41/44
7685	8	6	9	7	9	20	17	unassigned CC for 7685
7686	4	10	5	4	20	20	12	CC32
7687	1	223	13	53	26	41	3	CC162
7688	4	5	6	16	8	11	20	unassigned CC for 7688
7689	276	4	9	17	5	2	2	CC103
7690	25	6	9	9	11	213	21	unassigned CC for 7690
7691	8	10	18	21	8	13	17	unassigned CC for 7691
7692	8	10	5	9	8	3	8	CC32
7693	2	10	6	17	5	18	8	CC167
7694	46	7	4	13	26	18	28	CC175
7695	2	7	6	17	8	44	8	CC167
7696	10	10	5	9	6	3	8	CC32
7697	35	24	15	48	6	482	41	CC192
7698	463	24	15	48	6	48	41	CC192
7699	5	5	18	9	11	226	17	CC23
7700	468	5	76	343	3	9	189	unassigned CC for 7700
7701	8	313	5	4	5	3	8	CC32
7702	9	5	9	35	9	6	9	CC41/44
7703	8	3	52	9	8	490	9	unassigned CC for 7703
7704	467	5	2	9	21	11	20	unassigned CC for 7704
7705	2	3	7	2	500	5	2	CC8
7706	46	7	4	242	501	18	28	unassigned CC for 7706
7707	6	4	4	13	5	24	2	CC174
7708	276	4	9	9	5	18	6	unassigned CC for 7708
7709	8	10	5	473	6	13	8	CC32
7710	3	6	9	5	9	6	252	CC41/44
7711	2	7	7	17	143	18	8	CC167
7712	8	3	4	4	26	491	2	unassigned CC for 7712
7713	2	3	7	2	34	5	17	CC8
7714	20	10	7	35	6	30	12	unassigned CC for 7714
7715	6	248	34	13	5	24	1	CC174
7716	1	2	9	36	9	6	9	CC41/44
7717	201	144	335	241	234	222	287	unassigned CC for 7717
7718	3	5	9	5	5	6	9	CC41/44
7719	258	3	11	18	6	10	12	CC35
7720	9	6	2	9	9	64	9	CC41/44
7721	3	7	513	38	8	18	2	CC92
7722	3	7	4	38	8	8	2	CC92
7723	12	5	46	24	26	8	18	unassigned CC for 7723
7724	17	5	19	11	3	26	2	CC60
7725	13	3	52	13	3	11	2	CC364
7726	1	6	46	38	9	477	9	unassigned CC for 7726
7727	15	3	133	13	8	24	15	unassigned CC for 7727
7728	1	6	9	9	63	6	9	CC41/44
7729	13	2	6	7	392	8	18	unassigned CC for 7729
7730	3	6	9	9	9	6	2	CC41/44
7731	10	5	18	3	11	18	17	CC23
7732	8	5	72	17	26	17	9	unassigned CC for 7732
7733	13	3	52	13	502	11	9	CC364
7734	3	35	9	5	9	6	9	CC41/44
7735	12	2	15	435	8	21	20	CC37
7736	2	10	2	11	3	11	7	CC254
7737	4	10	15	9	8	450	9	CC269
7738	12	2	4	8	13	21	477	CC231
7739	262	6	9	5	9	22	478	CC41/44
7740	7	5	1	13	36	53	479	CC213
7741	7	5	1	13	36	492	15	CC213
7742	4	6	9	17	9	6	17	CC41/44
7743	13	3	16	1	3	11	46	CC364
7744	469	5	2	40	13	64	10	unassigned CC for 7744
7745	9	6	9	9	504	6	49	CC41/44
7746	9	6	9	9	3	6	16	CC41/44
7747	84	6	108	5	9	6	9	CC41/44
7748	4	314	11	18	216	74	20	unassigned CC for 7748
7749	2	6	9	11	9	6	7	CC41/44
7750	12	5	19	17	38	10	2	CC60
7751	13	3	4	25	3	11	480	CC364
7752	470	8	10	19	10	1	2	CC18
7753	7	5	1	13	36	53	124	CC213
7754	4	10	15	17	8	11	120	CC269
7755	42	26	46	24	2	20	120	CC282
7756	2	10	15	9	8	11	120	CC269
7757	2	3	4	3	8	10	6	CC11
7758	12	10	2	5	38	11	74	unassigned CC for 7758
7759	12	5	12	35	192	22	120	CC461
7760	42	26	46	24	6	20	120	CC282
7761	20	6	63	9	9	11	74	unassigned CC for 7761
7762	4	10	15	9	8	5	74	CC269
7763	3	6	9	5	11	6	74	CC41/44
7764	3	6	108	5	9	25	74	CC41/44
7765	12	5	18	9	11	9	120	CC23
7766	3	20	34	5	11	6	74	unassigned CC for 7766
7767	6	5	173	13	5	24	120	CC174
7768	3	6	9	5	8	493	9	CC41/44
7769	2	3	3	2	8	5	2	CC8
7770	7	6	9	5	36	53	9	CC41/44
7771	3	5	9	76	9	6	9	CC41/44
7772	4	10	5	5	38	11	9	CC269
7773	3	6	517	5	11	6	9	CC41/44
7774	471	315	10	19	1	1	2	CC18
7775	12	5	12	35	505	22	17	CC461
7776	1	3	1	1	1	1	481	CC1
7777	4	10	6	6	38	11	482	unassigned CC for 7777
7778	122	317	9	17	9	6	16	unassigned CC for 7778
7779	2	3	4	3	8	494	6	CC11
7780	4	10	5	4	216	3	8	CC32
7781	10	5	18	9	508	9	17	CC23
7782	5	4	525	15	30	7	12	CC198
7783	472	10	5	4	3	3	8	CC32
7784	10	5	362	378	11	9	17	CC23
7785	43	5	9	60	17	19	15	unassigned CC for 7785
7786	219	25	275	17	11	8	21	unassigned CC for 7786
7787	4	10	34	5	38	9	9	unassigned CC for 7787
7788	17	4	19	17	26	26	2	CC60
7789	4	10	34	5	6	11	9	CC269
7790	16	5	19	17	3	26	2	CC60
7791	10	6	9	17	9	11	9	CC41/44
7792	4	10	15	9	8	11	28	CC269
7793	4	10	526	9	38	11	16	CC269
7794	9	5	527	9	8	21	311	unassigned CC for 7794
7795	3	6	9	91	9	6	9	CC41/44
7796	6	5	6	5	9	21	8	unassigned CC for 7796
7797	4	10	11	9	9	10	2	CC35
7798	46	10	11	17	6	10	16	CC35
7799	1	6	9	9	9	21	9	CC41/44
7800	6	5	4	56	26	18	8	CC175
7801	2	3	9	26	26	65	53	unassigned CC for 7801
7802	4	2	11	5	58	10	62	unassigned CC for 7802
7803	2	7	6	17	10	18	8	CC167
7804	20	10	75	11	5	495	483	unassigned CC for 7804
7805	9	6	528	9	58	6	16	CC41/44
7806	2	7	6	15	9	7	21	unassigned CC for 7806
7807	473	6	9	17	9	6	9	CC41/44
7808	4	5	5	8	6	3	8	CC32
7809	11	319	18	8	11	4	21	CC22
7810	17	5	19	17	3	26	484	CC60
7811	10	5	18	9	509	9	17	CC23
7812	4	5	15	9	21	11	431	CC269
7813	4	10	15	9	8	11	485	CC269
7814	4	10	5	475	6	3	8	CC32
7815	2	3	4	3	8	4	10	CC11
7816	2	3	4	138	8	4	6	CC11
7817	6	4	34	13	5	24	17	CC174
7818	59	39	170	78	149	153	133	unassigned CC for 7818
7819	59	39	67	78	152	153	65	unassigned CC for 7819
7820	109	39	170	78	188	71	65	unassigned CC for 7820
7821	126	39	170	78	188	71	65	unassigned CC for 7821
7822	126	39	170	111	148	153	65	unassigned CC for 7822
7823	435	39	170	111	148	153	65	unassigned CC for 7823
7824	129	39	529	156	149	153	65	unassigned CC for 7824
7825	109	39	170	156	188	71	486	unassigned CC for 7825
7826	109	320	170	156	188	71	65	unassigned CC for 7826
7827	59	39	67	158	148	153	65	unassigned CC for 7827
7828	126	39	67	158	148	153	133	unassigned CC for 7828
7829	59	39	170	78	148	71	65	unassigned CC for 7829
7830	12	27	6	3	11	496	21	CC226
7831	109	39	170	156	188	497	133	unassigned CC for 7831
7832	59	39	67	78	148	498	65	unassigned CC for 7832
7833	4	10	15	5	38	11	9	CC269
7834	12	5	12	35	38	22	17	CC461
7835	4	10	34	5	3	11	9	CC269
7836	11	6	9	5	60	6	21	CC41/44
7837	80	90	48	165	94	46	56	CC613 (lactamica)
7838	80	98	48	50	93	44	56	unassigned CC for 7838
7839	80	45	98	100	86	44	56	unassigned CC for 7839
7840	84	49	39	50	162	46	37	CC640 (lactamica)
7841	80	45	48	96	94	46	40	CC613 (lactamica)
7842	84	49	39	50	92	46	45	CC640 (lactamica)
7843	88	43	39	100	65	42	37	CC1494 (lactamica)
7844	84	51	68	105	341	190	94	unassigned CC for 7844
7845	80	88	48	96	94	46	56	CC613 (lactamica)
